rater_id,left_comment_id,right_comment_id,usage
3,217622897,207570642,Private
3,298849883,229344794,Private
3,262750561,94395682,Private
3,298849883,279551652,Private
3,28911364,94395682,Private
3,315591556,359850497,Private
3,476828895,94395682,Private
3,217622897,73651595,Private
3,52492970,94395682,Private
3,477959835,63673243,Private
4,320252393,66142707,Private
4,188716181,208362309,Private
4,63522153,385956015,Private
4,215764733,394738745,Private
4,199324553,273800004,Private
4,405634189,399876417,Private
4,296809276,144707579,Private
4,199324553,257738661,Private
4,215764733,341147638,Private
4,199324553,206931086,Private
4,129690706,399876417,Private
4,199324553,273304453,Private
4,388266687,208362309,Private
4,59125445,399876417,Private
4,140918206,66142707,Private
4,215764733,359850497,Private
4,198536345,66142707,Private
4,140918206,74179746,Private
4,67830034,399876417,Private
4,396679913,74179746,Private
4,198536345,40365045,Private
4,106273007,416315021,Private
4,345005870,199324553,Private
4,320252393,74179746,Private
4,106273007,28911364,Private
4,323751958,4476405,Private
4,169974098,74080876,Public
4,52492970,19895946,Private
4,262750561,19895946,Private
4,476828895,19895946,Private
4,439425791,4476405,Private
4,427330290,4476405,Private
4,207108959,4476405,Private
4,87547160,208362309,Private
4,82434756,74179746,Private
4,198536345,74179746,Private
4,345005870,199324553,Public
4,399876417,43648525,Private
4,467135980,219825973,Private
4,279551652,219825973,Private
4,201688444,219825973,Private
4,277158268,219825973,Private
4,198536345,371750718,Private
4,140026292,144707579,Private
4,229344794,219825973,Private
4,198536345,282502419,Private
4,198536345,51644859,Private
4,198536345,277995063,Private
4,106273007,262750561,Private
4,144707579,75596938,Private
4,215764733,323603684,Private
4,381347820,352523718,Private
4,400117587,290952781,Private
4,91198133,290952781,Private
4,93056141,290952781,Private
4,208362309,290952781,Private
4,29704600,290952781,Private
4,431200000,352523718,Private
4,111905784,352523718,Private
4,157884869,264933252,Private
4,4317594,264933252,Private
4,477959835,264933252,Private
4,359880628,264933252,Private
4,476828895,257738661,Private
4,262750561,257738661,Private
4,52492970,257738661,Private
4,201561143,264933252,Private
4,216743033,341147638,Private
4,275605092,352523718,Private
4,336908739,341147638,Private
4,173940858,352523718,Private
4,503006576,147890919,Private
4,257738661,416315021,Private
4,257738661,28911364,Private
4,226519869,211398126,Private
4,356201349,82434756,Private
4,68349646,279551652,Private
4,249470531,269669076,Private
4,249470531,264933252,Private
4,249470531,298849883,Private
4,249470531,47016135,Private
4,315504138,249470531,Private
4,75596938,106273007,Private
4,503006576,219825973,Private
4,75596938,136385543,Private
4,75596938,290952781,Private
4,75596938,196878045,Private
4,503006576,266052320,Private
4,503006576,433063570,Private
4,503006576,110265934,Private
4,215764733,144707579,Private
4,292150620,341147638,Private
4,207108959,110265934,Private
4,82434756,432860400,Private
4,341147638,133852651,Private
4,405634189,173940858,Private
4,416408603,73651595,Private
4,416408603,39272255,Private
4,208362309,431864939,Private
4,208362309,74080876,Private
4,416408603,205649852,Private
4,416408603,207570642,Private
4,416408603,255525242,Private
4,167837411,75596938,Private
4,94395682,416315021,Private
4,393893825,219825973,Private
4,4476405,22306219,Private
4,173940858,43648525,Private
4,173940858,67830034,Private
4,173940858,129690706,Private
4,82434756,132358657,Private
4,226519869,211398126,Public
4,82434756,118294275,Private
4,397219227,433063570,Private
4,207108959,433063570,Private
4,75596938,63522153,Private
4,220359653,63522153,Private
4,296809276,63522153,Private
4,207108959,219825973,Private
4,391044679,281078058,Private
4,391044679,53296232,Private
4,391044679,290715020,Private
4,391044679,272251697,Private
4,301173774,74080876,Private
4,464228480,74080876,Private
4,416408603,74080876,Private
4,66142707,74080876,Private
4,169974098,74080876,Private
4,140026292,63522153,Private
4,144707579,207138629,Private
4,144707579,220359653,Private
4,82434756,107625486,Private
4,397219227,219825973,Private
4,341147638,328023582,Private
4,51644859,381347820,Private
4,197636986,85993618,Private
4,106273007,51644859,Private
4,167837411,51644859,Private
4,197636986,151496724,Private
4,196878045,51644859,Private
4,197636986,134499208,Private
4,63522153,207138629,Private
4,323751958,273800004,Private
4,96692361,323603684,Private
4,74179746,323603684,Private
4,173940858,51644859,Private
4,275605092,51644859,Private
4,422213608,226519869,Private
4,197636986,227347854,Private
4,395587510,226519869,Private
4,410427987,226519869,Private
4,257738661,277158268,Private
4,206931086,277158268,Private
4,273304453,277158268,Private
4,439425791,273800004,Private
4,268619478,63522153,Private
4,66142707,396679913,Private
4,66142707,82434756,Private
4,190097722,63522153,Private
4,150460485,63522153,Private
4,391044679,63522153,Private
4,266052320,397219227,Private
4,323603684,359085781,Private
4,88660135,226519869,Private
4,147890919,207108959,Private
4,266052320,207108959,Private
4,468765964,183608837,Private
4,96692361,73651595,Private
4,96692361,39272255,Private
4,96692361,205649852,Private
4,315504138,277904157,Private
4,315504138,335621742,Private
4,315504138,21223177,Private
4,96692361,207570642,Private
4,315504138,364463419,Private
4,315504138,66016568,Private
4,183608837,293612988,Private
4,96692361,255525242,Private
4,183608837,269474859,Private
4,183608837,202854670,Private
4,51644859,136385543,Private
4,52492970,94395682,Private
4,262750561,94395682,Private
4,476828895,94395682,Private
4,28911364,94395682,Private
4,51644859,290952781,Private
4,277158268,273800004,Private
4,378838928,359850497,Private
4,378838928,341147638,Private
4,378838928,394738745,Private
4,378838928,144707579,Private
4,378838928,323603684,Private
4,59125445,399876417,Public
4,19895946,416315021,Private
4,19895946,28911364,Private
4,434768837,183608837,Private
4,66142707,323603684,Private
4,147890919,397219227,Private
4,197636986,286008263,Private
4,345005870,277158268,Public
4,110265934,393893825,Private
4,266052320,393893825,Private
4,51644859,111905784,Private
4,66142707,341147638,Private
4,277158268,68349646,Private
4,66142707,359850497,Private
4,427330290,273800004,Private
4,110265934,397219227,Private
4,207108959,273800004,Private
4,467135980,68349646,Private
4,147890919,393893825,Private
4,433063570,393893825,Private
4,22306219,273800004,Private
4,201688444,68349646,Private
4,229344794,68349646,Private
4,476828895,106273007,Private
4,52492970,106273007,Private
4,345005870,277158268,Private
4,51644859,431200000,Private
4,323603684,290988789,Private
4,323603684,220819130,Private
4,66142707,394738745,Private
5,272534723,393893825,Private
5,476828895,298849883,Private
5,416315021,298849883,Private
5,290715020,280939099,Public
5,217622897,393893825,Private
5,226519869,204504660,Private
5,243981155,341147638,Private
5,85993618,396679913,Private
5,227347854,396679913,Private
5,323751958,410164358,Private
5,52492970,298849883,Private
5,69303877,359850497,Private
5,69303877,394738745,Private
5,69303877,323603684,Private
5,396679913,286008263,Private
5,439425791,410164358,Private
5,207108959,410164358,Private
5,40365045,379307761,Private
5,262750561,298849883,Private
5,290715020,149918764,Public
5,290715020,106617639,Private
5,28911364,298849883,Private
5,341147638,132358657,Private
5,405634189,136385543,Private
5,67830034,136385543,Private
5,129690706,136385543,Private
5,59125445,136385543,Private
5,226519869,204504660,Public
5,226519869,125536815,Public
5,226519869,203642533,Public
5,290715020,280939099,Private
5,255525242,324130794,Private
5,290715020,69303877,Public
5,205649852,324130794,Private
5,73651595,324130794,Private
5,290715020,149918764,Private
5,410164358,22306219,Private
5,290715020,69303877,Private
5,290715020,378838928,Private
5,272615562,52198675,Private
5,393893825,19895946,Private
5,393893825,410164358,Private
5,290715020,106617639,Public
5,290715020,378838928,Public
5,39272255,324130794,Private
5,437106441,52198675,Private
5,427330290,410164358,Private
5,63522153,220819130,Private
5,132358657,323603684,Private
5,132358657,394738745,Private
5,341147638,204703387,Private
5,341147638,52198675,Private
5,85993618,107625486,Private
5,151496724,107625486,Private
5,107625486,134499208,Private
5,379307761,51644859,Private
5,379307761,282502419,Private
5,18278418,220819130,Private
5,397219227,220819130,Private
5,183608837,220819130,Private
5,409135306,220819130,Private
5,379307761,371750718,Private
5,341147638,440608606,Private
5,379307761,277995063,Private
5,227347854,107625486,Private
5,132358657,359850497,Private
5,144707579,69303877,Private
5,198536345,74080876,Private
5,198536345,188716181,Private
5,198536345,87547160,Private
5,198536345,431864939,Private
5,198536345,388266687,Private
5,59125445,136385543,Public
5,226519869,125536815,Private
5,396679913,134499208,Private
5,226519869,203642533,Private
6,486723831,264933252,Private
6,56345603,264933252,Private
6,129690706,62788965,Private
6,106273007,257738661,Private
6,106273007,273800004,Private
6,52198675,286008263,Private
6,88660135,282502419,Private
6,405634189,62788965,Private
6,59125445,268106298,Private
6,217084151,264933252,Private
6,59125445,70535992,Private
6,52198675,151496724,Private
6,437106441,264933252,Private
6,52198675,134499208,Private
6,410427987,282502419,Private
6,272615562,264933252,Private
6,59125445,71244236,Private
6,67830034,177174319,Private
6,67830034,62788965,Private
6,106617639,85993618,Private
6,59125445,177174319,Private
6,59125445,62788965,Private
6,59125445,462341919,Private
6,388266687,22306219,Private
6,144707579,298849883,Private
6,341147638,298849883,Private
6,216743033,440608606,Private
6,188716181,272251697,Private
6,216743033,197636986,Private
6,194287753,150460485,Private
6,194287753,385956015,Private
6,194287753,190097722,Private
6,188716181,281078058,Private
6,96692361,293612988,Private
6,216743033,52198675,Private
6,216743033,204703387,Private
6,85993618,378838928,Private
6,85993618,69303877,Private
6,85993618,149918764,Private
6,85993618,280939099,Private
6,266052320,400117587,Private
6,468765964,40365045,Private
6,293612988,40365045,Private
6,315504138,50894457,Private
6,433063570,400117587,Private
6,47016135,50894457,Private
6,467135980,422213608,Private
6,129690706,177174319,Private
6,422213608,282502419,Private
6,147890919,400117587,Private
6,395587510,282502419,Private
6,71244236,273304453,Private
6,147890919,433063570,Private
6,144707579,381347820,Private
6,467135980,211398126,Private
6,52492970,74080876,Private
6,290715020,188716181,Public
6,243981155,398493487,Private
6,243981155,241504026,Private
6,243981155,22883443,Private
6,243981155,121379721,Private
6,243981155,324130794,Private
6,169974098,28911364,Public
6,257738661,71244236,Private
6,206931086,71244236,Private
6,62788965,352523718,Private
6,132358657,50894457,Private
6,132358657,68349646,Private
6,62788965,249470531,Private
6,169974098,431200000,Public
6,345005870,71244236,Private
6,62788965,4476405,Private
6,132358657,411474221,Private
6,132358657,101421419,Private
6,273800004,229344794,Private
6,257738661,229344794,Private
6,62788965,43648525,Private
6,206931086,229344794,Private
6,52492970,87547160,Private
6,52492970,388266687,Private
6,52492970,431864939,Private
6,52492970,188716181,Private
6,111905784,144707579,Private
6,173940858,144707579,Private
6,249470531,352523718,Private
6,249470531,4476405,Private
6,50894457,298849883,Private
6,50894457,264933252,Private
6,50894457,269669076,Private
6,431200000,204703387,Private
6,431200000,440608606,Private
6,293612988,74179746,Private
6,293612988,220819130,Private
6,59125445,62788965,Public
6,293612988,290988789,Private
6,315591556,52198675,Private
6,62788965,229344794,Private
6,393893825,229344794,Private
6,177174319,229344794,Private
6,94395682,229344794,Private
6,345005870,229344794,Public
6,121410205,229344794,Private
6,34922573,62788965,Private
6,400117587,110265934,Private
6,400117587,219825973,Private
6,194287753,62788965,Private
6,293612988,359085781,Private
6,273304453,229344794,Private
6,345005870,229344794,Private
6,315504138,129690706,Private
6,169974098,431200000,Private
6,43648525,177174319,Private
6,144707579,431200000,Private
6,160015779,59125445,Private
6,169974098,28911364,Private
6,416408603,28911364,Private
6,464228480,28911364,Private
6,144707579,275605092,Private
6,227347854,52198675,Private
6,85993618,52198675,Private
6,301173774,22883443,Private
6,66142707,431200000,Private
6,301173774,121379721,Private
6,398493487,229344794,Private
6,241504026,229344794,Private
6,22883443,229344794,Private
6,201688444,315591556,Private
6,467135980,315591556,Private
6,121379721,229344794,Private
6,324130794,229344794,Private
6,391044679,320252393,Private
6,467135980,410427987,Private
6,467135980,88660135,Private
6,467135980,395587510,Private
6,301173774,324130794,Private
6,268619478,320252393,Private
6,416408603,431200000,Private
6,59125445,177174319,Public
6,215764733,188716181,Private
6,290715020,188716181,Private
6,50894457,315591556,Private
6,50894457,379307761,Private
6,50894457,101219253,Private
6,345005870,71244236,Public
6,268619478,217622897,Private
6,194287753,249470531,Private
6,34922573,249470531,Private
6,268619478,199324553,Private
6,268619478,19895946,Private
6,464228480,431200000,Private
6,268619478,410164358,Private
6,194287753,359880628,Private
6,82434756,359850497,Private
6,320252393,359850497,Private
6,396679913,359850497,Private
6,140918206,359850497,Private
6,315591556,229344794,Private
6,315591556,277158268,Private
6,315591556,279551652,Private
6,50894457,399876417,Private
6,50894457,180912119,Private
6,301173774,431200000,Private
6,198536345,359850497,Private
6,101219253,52198675,Private
6,405634189,177174319,Private
6,52198675,431200000,Private
6,220359653,219825973,Private
6,323751958,388266687,Private
6,129690706,264933252,Private
6,129690706,269669076,Private
6,110265934,220359653,Private
6,433063570,219825973,Private
6,439425791,388266687,Private
6,277904157,277995063,Private
6,320252393,385956015,Private
6,59125445,462341919,Public
6,320252393,150460485,Private
6,277995063,364463419,Private
6,277995063,21223177,Private
6,277995063,335621742,Private
6,359880628,4476405,Private
6,147890919,220359653,Private
6,268619478,194287753,Private
6,433063570,220359653,Private
6,52198675,180912119,Private
6,427330290,388266687,Private
6,266052320,220359653,Private
6,277995063,66016568,Private
6,320252393,190097722,Private
6,359880628,249470531,Private
6,359880628,352523718,Private
6,52198675,379307761,Private
6,241504026,301173774,Private
6,398493487,301173774,Private
6,52198675,399876417,Private
6,59125445,268106298,Public
6,129690706,298849883,Private
6,59125445,71244236,Public
6,207108959,388266687,Private
6,136837165,132358657,Private
6,243981155,431200000,Private
6,197636986,431200000,Private
6,106273007,206931086,Private
6,59125445,70535992,Public
6,298849883,359850497,Private
6,272534723,290715020,Private
6,40365045,269474859,Private
6,272534723,53296232,Private
6,129690706,47016135,Private
6,106273007,345005870,Private
6,433063570,266052320,Private
6,40365045,434768837,Private
6,272534723,272251697,Private
6,272534723,281078058,Private
6,433063570,110265934,Private
6,298849883,394738745,Private
6,298849883,323603684,Private
6,40365045,202854670,Private
6,106273007,273304453,Private
7,378838928,207570642,Private
7,149918764,207570642,Private
7,476828895,140026292,Private
7,67830034,202854670,Private
7,277995063,434768837,Private
7,197636986,395587510,Private
7,43648525,202854670,Private
7,405634189,269474859,Private
7,197636986,211398126,Private
7,39272255,151496724,Private
7,198536345,43648525,Private
7,388266687,136837165,Private
7,52492970,140026292,Private
7,82434756,43648525,Private
7,173940858,400526160,Private
7,147890919,40365045,Private
7,106617639,207570642,Private
7,167837411,66016568,Private
7,144707579,359850497,Private
7,180912119,269669076,Private
7,140918206,159312076,Private
7,140918206,400526160,Private
7,345005870,159312076,Public
7,345005870,400526160,Public
7,73651595,151496724,Private
7,315591556,269669076,Private
7,129690706,202854670,Private
7,59125445,202854670,Private
7,379307761,269669076,Private
7,144707579,341147638,Private
7,62788965,275605092,Private
7,144707579,394738745,Private
7,140918206,63673243,Private
7,173940858,503006576,Private
7,140918206,114422196,Private
7,59125445,290988789,Public
7,101219253,269669076,Private
7,40365045,434768837,Private
7,399876417,269669076,Private
7,405634189,434768837,Private
7,51644859,280939099,Private
7,371750718,434768837,Private
7,405634189,202854670,Private
7,167837411,364463419,Private
7,59125445,359085781,Public
7,345005870,400526160,Private
7,320252393,43648525,Private
7,66016568,19895946,Private
7,345005870,121410205,Public
7,140026292,28911364,Private
7,140026292,416315021,Private
7,434768837,282502419,Private
7,275605092,177174319,Private
7,140026292,262750561,Private
7,149918764,51644859,Private
7,69303877,51644859,Private
7,345005870,121410205,Private
7,206931086,121410205,Private
7,147890919,371750718,Private
7,257738661,121410205,Private
7,364463419,19895946,Private
7,378838928,51644859,Private
7,359085781,379307761,Private
7,74179746,379307761,Private
7,409135306,21223177,Private
7,183608837,21223177,Private
7,397219227,21223177,Private
7,18278418,21223177,Private
7,296809276,486723831,Private
7,503006576,345005870,Private
7,345005870,159312076,Private
7,296809276,56345603,Private
7,96692361,379307761,Private
7,335621742,19895946,Public
7,296809276,217084151,Private
7,106617639,51644859,Private
7,434768837,51644859,Private
7,111905784,101421419,Private
7,405634189,202854670,Private
7,151496724,207570642,Private
7,215764733,28911364,Private
7,431200000,101421419,Private
7,144707579,323603684,Private
7,188716181,290952781,Private
7,140918206,43648525,Private
7,121410205,275605092,Private
7,388266687,101421419,Private
7,188716181,136385543,Private
7,396679913,43648525,Private
7,388266687,68349646,Private
7,388266687,50894457,Private
7,188716181,106273007,Private
7,207570642,280939099,Private
7,388266687,411474221,Private
7,59125445,202854670,Public
7,215764733,416315021,Private
7,173940858,101421419,Private
7,59125445,359085781,Private
7,59125445,290988789,Private
7,215764733,262750561,Private
7,59125445,220819130,Private
7,147890919,51644859,Private
7,147890919,282502419,Private
7,277904157,19895946,Private
7,21223177,19895946,Private
7,188716181,167837411,Private
7,59125445,220819130,Public
7,335621742,19895946,Private
8,149918764,136385543,Private
8,69303877,136385543,Private
8,136385543,280939099,Private
8,34922573,400526160,Private
8,106617639,136385543,Private
8,249470531,400526160,Private
8,4476405,400526160,Private
8,378838928,136385543,Private
8,194287753,400526160,Private
8,290715020,204504660,Public
8,400526160,352523718,Private
8,215764733,204504660,Private
8,53296232,204504660,Private
8,272251697,204504660,Private
8,290715020,204504660,Private
9,292150620,220359653,Private
9,173940858,411474221,Private
9,173940858,101421419,Private
9,118294275,22306219,Private
9,272534723,34922573,Private
9,371750718,440608606,Private
9,272534723,352523718,Private
9,211398126,410164358,Private
9,371750718,52198675,Private
9,292150620,323603684,Private
9,18278418,169974098,Private
9,409135306,40365045,Private
9,409135306,51644859,Private
9,292150620,336908739,Private
9,216743033,336908739,Private
9,75596938,93056141,Private
9,398493487,294242762,Private
9,144707579,249470531,Private
9,220359653,93056141,Private
9,197636986,371750718,Private
9,296809276,93056141,Private
9,140026292,93056141,Private
9,243981155,371750718,Private
9,341147638,249470531,Private
9,75596938,280939099,Private
9,173940858,68349646,Private
9,378838928,396679913,Private
9,93056141,207138629,Private
9,208362309,359850497,Private
9,243981155,207138629,Private
9,464228480,335621742,Private
9,439425791,315591556,Private
9,272534723,249470531,Private
9,4476405,328023582,Private
9,249470531,328023582,Private
9,194287753,328023582,Private
9,439425791,379307761,Private
9,439425791,101219253,Private
9,336908739,133852651,Private
9,336908739,328023582,Private
9,243981155,220359653,Private
9,336908739,323603684,Private
9,439425791,399876417,Private
9,93056141,359850497,Private
9,416315021,290952781,Private
9,464228480,277904157,Private
9,91198133,359850497,Private
9,160015779,74179746,Private
9,277995063,4476405,Private
9,400117587,359850497,Private
9,70535992,74179746,Private
9,249470531,323603684,Private
9,249470531,394738745,Private
9,249470531,359850497,Private
9,173940858,50894457,Private
9,211398126,19895946,Private
9,439425791,180912119,Private
9,121410205,280939099,Private
9,133852651,323603684,Private
9,328023582,323603684,Private
9,335621742,396679913,Private
9,272534723,194287753,Private
9,296809276,243981155,Private
9,273800004,136385543,Private
9,296809276,204703387,Private
9,85993618,114422196,Private
9,85993618,63673243,Private
9,85993618,400526160,Private
9,296809276,52198675,Private
9,296809276,440608606,Private
9,296809276,197636986,Private
9,169974098,63522153,Public
9,169974098,397219227,Public
9,196878045,273800004,Private
9,277904157,396679913,Private
9,220359653,336908739,Private
9,173940858,341147638,Private
9,173940858,394738745,Private
9,220359653,328023582,Private
9,437106441,409135306,Private
9,217084151,409135306,Private
9,173940858,144707579,Private
9,281078058,211398126,Private
9,272615562,409135306,Private
9,173940858,323603684,Private
9,345005870,74179746,Public
9,220359653,133852651,Private
9,335621742,396679913,Public
9,173940858,359850497,Private
9,216743033,323603684,Private
9,296809276,243981155,Private
9,277995063,432860400,Private
9,398493487,203642533,Private
9,398493487,125536815,Private
9,320252393,226519869,Private
9,398493487,204504660,Private
9,133852651,323603684,Public
9,169974098,409135306,Public
9,398493487,226519869,Private
9,169974098,183608837,Public
9,468765964,323603684,Private
9,66016568,396679913,Private
9,328023582,352523718,Private
9,328023582,34922573,Private
9,273800004,290952781,Private
9,320252393,294242762,Private
9,75596938,69303877,Private
9,409135306,282502419,Private
9,409135306,371750718,Private
9,277995063,107625486,Private
9,75596938,378838928,Private
9,75596938,106617639,Private
9,277995063,118294275,Private
9,277995063,132358657,Private
9,320252393,204504660,Private
9,320252393,125536815,Private
9,52492970,47016135,Private
9,476828895,47016135,Private
9,21223177,396679913,Private
9,320252393,203642533,Private
9,364463419,396679913,Private
9,71244236,409135306,Private
9,243981155,75596938,Private
9,71244236,183608837,Private
9,159312076,202854670,Private
9,400526160,202854670,Private
9,63673243,202854670,Private
9,503006576,202854670,Private
9,439425791,22883443,Private
9,439425791,121379721,Private
9,439425791,324130794,Private
9,188716181,432860400,Private
9,114422196,202854670,Private
9,106273007,273800004,Private
9,167837411,273800004,Private
9,74179746,273304453,Private
9,74179746,206931086,Private
9,74179746,273800004,Private
9,149918764,75596938,Private
9,277904157,74080876,Private
9,21223177,74080876,Private
9,409135306,56345603,Private
9,409135306,486723831,Private
9,207108959,118294275,Private
9,427330290,118294275,Private
9,439425791,118294275,Private
9,323751958,118294275,Private
9,364463419,74080876,Private
9,66016568,74080876,Private
9,147890919,201561143,Private
9,356201349,188716181,Private
9,196878045,416315021,Private
9,167837411,416315021,Private
9,136385543,416315021,Private
9,464228480,21223177,Private
9,106273007,416315021,Private
9,439425791,241504026,Private
9,4476405,51644859,Private
9,422213608,281078058,Private
9,395587510,281078058,Private
9,216743033,220359653,Private
9,47016135,28911364,Private
9,88660135,281078058,Private
9,198536345,378838928,Private
9,410427987,281078058,Private
9,74179746,462341919,Private
9,4476405,371750718,Private
9,4317594,134499208,Private
9,477959835,134499208,Private
9,359880628,134499208,Private
9,201561143,134499208,Private
9,47016135,416315021,Private
9,4476405,40365045,Private
9,4476405,282502419,Private
9,74179746,268106298,Private
9,157884869,134499208,Private
9,47016135,262750561,Private
9,371750718,204703387,Private
9,277995063,409135306,Private
9,468765964,359850497,Private
9,188716181,107625486,Private
9,188716181,118294275,Private
9,188716181,132358657,Private
9,52492970,281078058,Private
9,262750561,281078058,Private
9,476828895,281078058,Private
9,28911364,281078058,Private
9,439425791,398493487,Private
9,74179746,71244236,Private
9,272534723,4476405,Private
9,335621742,74080876,Private
9,71244236,397219227,Private
9,503006576,85993618,Private
9,320252393,378838928,Private
9,356201349,277995063,Private
9,464228480,364463419,Private
9,169974098,183608837,Private
9,149918764,121410205,Private
9,140918206,378838928,Private
9,199324553,211398126,Private
9,173940858,136837165,Private
9,69303877,121410205,Private
9,217622897,211398126,Private
9,201561143,110265934,Private
9,201561143,433063570,Private
9,257738661,74179746,Private
9,169974098,63522153,Private
9,201561143,266052320,Private
9,169974098,397219227,Private
9,464228480,66016568,Private
9,71244236,63522153,Private
9,201561143,219825973,Private
9,71244236,18278418,Private
9,378838928,121410205,Private
9,345005870,74179746,Private
9,159312076,85993618,Private
9,468765964,394738745,Private
9,335621742,74080876,Public
9,82434756,378838928,Private
9,272534723,211398126,Private
9,106617639,121410205,Private
9,29704600,359850497,Private
9,169974098,409135306,Private
9,243981155,140026292,Private
9,468765964,341147638,Private
9,281078058,416315021,Private
10,173940858,136385543,Private
10,167837411,88660135,Private
10,96692361,262750561,Private
10,167837411,173940858,Private
10,196878045,173940858,Private
10,96692361,416315021,Private
10,173940858,290952781,Private
10,88660135,136385543,Private
10,96692361,28911364,Private
10,88660135,106273007,Private
10,173940858,106273007,Private
10,88660135,290952781,Private
11,405634189,51644859,Private
11,129690706,467135980,Private
11,431200000,207108959,Private
11,431200000,22306219,Private
11,144707579,352523718,Private
11,405634189,371750718,Private
11,422213608,266052320,Private
11,286008263,411474221,Private
11,144707579,249470531,Private
11,91198133,434768837,Private
11,277995063,202854670,Private
11,397219227,59125445,Private
11,405634189,40365045,Private
11,202854670,282502419,Private
11,439425791,431200000,Private
11,335621742,22306219,Public
11,227347854,411474221,Private
11,144707579,34922573,Private
11,416315021,290952781,Private
11,88660135,266052320,Private
11,427330290,431200000,Private
11,410427987,266052320,Private
11,85993618,411474221,Private
11,323751958,431200000,Private
11,405634189,282502419,Private
11,208362309,434768837,Private
11,397219227,67830034,Private
11,397219227,43648525,Private
11,249470531,352523718,Private
11,323751958,85993618,Private
11,51644859,202854670,Private
11,345005870,101421419,Private
11,52492970,400117587,Private
11,136385543,345005870,Private
11,40365045,202854670,Private
11,290988789,207138629,Private
11,273304453,101421419,Private
11,136385543,273304453,Private
11,411474221,151496724,Private
11,410427987,107625486,Private
11,206931086,101421419,Private
11,257738661,101421419,Private
11,273800004,101421419,Private
11,266052320,147890919,Private
11,266052320,110265934,Private
11,249470531,34922573,Private
11,410427987,432860400,Private
11,410427987,132358657,Private
11,410427987,118294275,Private
11,52492970,91198133,Private
11,22306219,364463419,Private
11,52492970,93056141,Private
11,52492970,208362309,Private
11,439425791,85993618,Private
11,266052320,219825973,Private
11,427330290,85993618,Private
11,467135980,405634189,Private
11,207108959,85993618,Private
11,160015779,464228480,Private
